Race,Lap,Position,Overtaker,Overtaken,Turn,Final,Live
USA,16.0,13.0,Raikkonen,Alonso,1.0,,Yes
USA,18.0,8.0,Tsunoda,Stroll,12.0,,Yes
USA,18.0,9.0,Bottas,Stroll,12.0,,Yes
USA,19.0,8.0,Bottas,Tsunoda,13.0,,Yes
USA,19.0,10.0,Raikkonen,Giovinazzi,,,
USA,25.0,13.0,Vettel,Russell,19.0,,Yes
USA,26.0,12.0,Vettel,Giovinazzi,12.0,,
USA,26.0,12.0,Giovinazzi,Vettel,13.0,,
USA,29.0,12.0,Stroll,Russell,,,
USA,30.0,2.0,Verstappen,Perez,,,
USA,32.0,15.0,Russell,Schumacher,,,
USA,33.0,10.0,Stroll,Tsunoda,,,
USA,34.0,10.0,Tsunoda,Stroll,12.0,,Yes
USA,34.0,11.0,Raikkonen,Stroll,12.0,,
USA,41.0,13.0,Alonso,Stroll,,,
USA,50.0,11.0,Vettel,Giovinazzi,12.0,,Replay
USA,55.0,6.0,Bottas,Sainz,12.0,,
USA,55.0,12.0,Stroll,Raikkonen,,,
Mexico,5.0,6.0,Sainz,Giovinazzi,1.0,,Yes
Mexico,5.0,11.0,Alonso,Mazepin,1.0,,
Mexico,5.0,13.0,Ocon,Latifi,,,
Mexico,5.0,13.0,Latifi,Ocon,,,
Mexico,5.0,14.0,Norris,Ocon,,,
Mexico,5.0,17.0,Ricciardo,Bottas,,,
Mexico,9.0,9.0,Raikkonen,Russell,1.0,,Yes
Mexico,9.0,13.0,Norris,Latifi,1.0,,
Mexico,10.0,10.0,Alonso,Russell,2.0,,Yes
Mexico,10.0,14.0,Ocon,Latifi,,,
Mexico,11.0,12.0,Norris,Mazepin,1.0,,Yes
Mexico,11.0,15.0,Stroll,Latifi,,,
Mexico,12.0,13.0,Ocon,Mazepin,5.0,,Yes
Mexico,14.0,17.0,Latifi,Mazepin,,,
Mexico,15.0,11.0,Norris,Russell,1.0,,Yes
Mexico,30.0,4.0,Leclerc,Hamilton,1.0,,Yes
Mexico,32.0,8.0,Leclerc,Alonso,1.0,,Yes
Mexico,37.0,16.0,Stroll,Latifi,,,
Mexico,39.0,14.0,Ocon,Russell,4.0,,Yes
Mexico,42.0,14.0,Bottas,Russell,,,
Mexico,46.0,13.0,Bottas,Ocon,1.0,,Yes
Mexico,55.0,15.0,Stroll,Russell,2.0,,Yes
Mexico,69.0,15.0,Bottas,Russell,,,
Brazil Sprint,2.0,11.0,Giovinazzi,Alonso,1.0,,
Brazil Sprint,2.0,12.0,Raikkonen,Alonso,1.0,,Replay
Brazil Sprint,4.0,2.0,Verstappen,Sainz,1.0,,Yes
Brazil Sprint,4.0,11.0,Alonso,Giovinazzi,1.0,,Background
Brazil Sprint,4.0,13.0,Hamilton,Tsunoda,1.0,,Yes
Brazil Sprint,4.0,12.0,Hamilton,Giovinazzi,Finish Line,,
Brazil Sprint,5.0,19.0,Raikkonen,Mazepin,,,
Brazil Sprint,6.0,18.0,Raikkonen,Schumacher,,,
Brazil Sprint,8.0,11.0,Hamilton,Alonso,1.0,,Replay
Brazil Sprint,9.0,5.0,Norris,Leclerc,4.0,,Yes
Brazil Sprint,13.0,10.0,Hamilton,Ricciardo,1.0,,Yes
Brazil Sprint,15.0,9.0,Hamilton,Vettel,1.0,,Yes
Brazil Sprint,15.0,8.0,Hamilton,Ocon,Finish Line,,Yes
Brazil Sprint,17.0,7.0,Hamilton,Gasly,1.0,,Yes
Brazil Sprint,20.0,6.0,Hamilton,Leclerc,4.0,,Replay
Brazil Sprint,24.0,5.0,Hamilton,Norris,1.0,,Yes
Brazil Sprint,24.0,14.0,Stroll,Tsunoda,,,
Brazil,2.0,9.0,Ocon,Ricciardo,2.0,,Background
Brazil,3.0,4.0,Hamilton,Leclerc,Finish Line,,Replay
Brazil,3.0,5.0,Hamilton,Sainz,1.0,,Yes
Brazil,3.0,13.0,Tsunoda,Giovinazzi,1.0,,
Brazil,3.0,15.0,Mazepin,Schumacher,1.0,,
Brazil,3.0,17.0,Latifi,Russell,1.0,,
Brazil,4.0,17.0,Raikkonen,Russell,,,
Brazil,10.0,9.0,Ricciardo,Ocon,Finish Line,,
Brazil,10.0,16.0,Raikkonen,Latifi,,,
Brazil,10.0,19.0,Norris,Tsunoda,1.0,,
Brazil,10.0,18.0,Tsunoda,Latifi,11.0,,Yes
Brazil,10.0,17.0,Norris,Latifi,,,
Brazil,10.0,19.0,Tsunoda,Russell,,,
Brazil,10.0,18.0,Norris,Russell,,,
Brazil,11.0,11.0,Stroll,Alonso,,,
Brazil,11.0,15.0,Raikkonen,Schumacher,1.0,,Replay
Brazil,11.0,15.0,Norris,Raikkonen,Finish Line,,
Brazil,14.0,17.0,Russell,Tsunoda,,,
Brazil,16.0,14.0,Norris,Mazepin,1.0,,
Brazil,16.0,17.0,Tsunoda,Russell,,,
Brazil,17.0,15.0,Tsunoda,Mazepin,Finish Line,,
Brazil,17.0,16.0,Tsunoda,Raikkonen,2.0,,
Brazil,18.0,2.0,Hamilton,Perez,1.0,,Yes
Brazil,18.0,2.0,Perez,Hamilton,4.0,,Yes
Brazil,18.0,7.0,Gasly,Vettel,,,
Brazil,18.0,16.0,Raikkonen,Mazepin,Finish Line,,
Brazil,19.0,2.0,Hamilton,Perez,1.0,,Yes
Brazil,20.0,8.0,Ricciardo,Vettel,,,
Brazil,20.0,8.0,Vettel,Ricciardo,4.0,,Replay
Brazil,20.0,8.0,Ricciardo,Vettel,Finish Line,,Replay
Brazil,20.0,17.0,Russell,Mazepin,,,
Brazil,21.0,11.0,Alonso,Stroll,1.0,,
Brazil,26.0,14.0,Gasly,Raikkonen,,,
Brazil,28.0,4.0,Hamilton,Ricciardo,4.0,,Yes
Brazil,28.0,10.0,Norris,Giovinazzi,,,
Brazil,28.0,11.0,Sainz,Giovinazzi,9.0,,
Brazil,28.0,12.0,Gasly,Giovinazzi,,,
Brazil,28.0,12.0,Sainz,Tsunoda,,,
Brazil,28.0,13.0,Gasly,Tsunoda,,,
Brazil,28.0,17.0,Stroll,Mazepin,,,
Brazil,28.0,18.0,Stroll,Latifi,1.0,,Replay
Brazil,29.0,9.0,Sainz,Norris,1.0,,
Brazil,30.0,10.0,Gasly,Norris,1.0,,Yes
Brazil,31.0,17.0,Latifi,Mazepin,,,
Brazil,31.0,18.0,Raikkonen,Mazepin,,,
Brazil,32.0,5.0,Leclerc,Alonso,Finish Line,,Replay
Brazil,32.0,8.0,Ricciardo,Gasly,,,
Brazil,32.0,8.0,Gasly,Ricciardo,,,
Brazil,32.0,12.0,Ocon,Russell,1.0,,
Brazil,33.0,17.0,Raikkonen,Latifi,1.0,,
Brazil,34.0,13.0,Vettel,Russell,1.0,,
Brazil,36.0,13.0,Alonso,Russell,4.0,,
Brazil,37.0,10.0,Ocon,Tsunoda,1.0,,Yes
Brazil,38.0,9.0,Vettel,Tsunoda,Finish Line,,Yes
Brazil,39.0,10.0,Alonso,Tsunoda,1.0,,Yes
Brazil,40.0,10.0,Alonso,Vettel,1.0,,Yes
Brazil,41.0,12.0,Stroll,Russell,1.0,,Replay
Brazil,42.0,4.0,Bottas,Leclerc,Finish Line,,Background
Brazil,45.0,4.0,Perez,Leclerc,1.0,,Yes
Brazil,45.0,12.0,Raikkonen,Stroll,1.0,,
Brazil,45.0,13.0,Norris,Stroll,4.0,,
Brazil,47.0,12.0,Norris,Raikkonen,4.0,,
Brazil,59.0,1.0,Hamilton,Verstappen,4.0,,Yes
Brazil,60.0,8.0,Gasly,Ocon,1.0,,Yes
Brazil,61.0,7.0,Gasly,Alonso,4.0,,Yes
Qatar,2.0,9.0,Stroll,Perez,1.0,,Yes
Qatar,2.0,9.0,Perez,Stroll,2.0,,Yes
Qatar,3.0,3.0,Verstappen,Gasly,Finish Line,,Yes
Qatar,3.0,18.0,Latifi,Schumacher,,,
Qatar,5.0,2.0,Verstappen,Alonso,1.0,,Yes
Qatar,5.0,8.0,Perez,Tsunoda,1.0,,Replay
Qatar,6.0,12.0,Leclerc,Raikkonen,1.0,,Yes
Qatar,7.0,15.0,Ricciardo,Russell,1.0,,
Qatar,8.0,7.0,Perez,Sainz,1.0,,Yes
Qatar,8.0,14.0,Ricciardo,Giovinazzi,1.0,,
Qatar,9.0,6.0,Perez,Ocon,1.0,,Yes
Qatar,9.0,9.0,Stroll,Tsunoda,1.0,,Yes
Qatar,9.0,10.0,Bottas,Tsunoda,1.0,,Yes
Qatar,10.0,9.0,Bottas,Stroll,1.0,,Replay
Qatar,12.0,4.0,Norris,Gasly,1.0,,Yes
Qatar,13.0,5.0,Perez,Gasly,1.0,,Yes
Qatar,14.0,13.0,Vettel,Russell,1.0,,Yes
Qatar,15.0,7.0,Bottas,Sainz,1.0,,Yes
Qatar,16.0,4.0,Perez,Norris,1.0,,Yes
Qatar,16.0,16.0,Gasly,Mazepin,1.0,,
Qatar,17.0,6.0,Bottas,Ocon,1.0,,Yes
Qatar,18.0,13.0,Gasly,Schumacher,1.0,,
Qatar,21.0,15.0,Tsunoda,Mazepin,1.0,,
Qatar,22.0,15.0,Raikkonen,Mazepin,1.0,,
Qatar,23.0,4.0,Bottas,Norris,1.0,,Yes
Qatar,23.0,10.0,Perez,Vettel,1.0,,Yes
Qatar,24.0,16.0,Giovinazzi,Mazepin,1.0,,
Qatar,25.0,7.0,Perez,Ricciardo,1.0,,Yes
Qatar,27.0,5.0,Alonso,Leclerc,1.0,,Yes
Qatar,27.0,6.0,Perez,Leclerc,7.0,,Yes
Qatar,27.0,14.0,Giovinazzi,Ricciardo,1.0,,
Qatar,27.0,17.0,Russell,Mazepin,,,
Qatar,28.0,15.0,Vettel,Ricciardo,,,
Qatar,28.0,18.0,Latifi,Mazepin,,,
Qatar,29.0,4.0,Perez,Alonso,2.0,,Yes
Qatar,29.0,14.0,Vettel,Giovinazzi,,,
Qatar,31.0,19.0,Schumacher,Raikkonen,,,
Qatar,34.0,17.0,Raikkonen,Schumacher,,,
Qatar,39.0,15.0,Tsunoda,Latifi,1.0,,Yes
Qatar,40.0,18.0,Giovinazzi,Schumacher,1.0,,
Qatar,42.0,12.0,Bottas,Ricciardo,1.0,,Yes
Qatar,42.0,16.0,Raikkonen,Latifi,2.0,,Replay
Qatar,44.0,14.0,Tsunoda,Russell,2.0,,Replay
Qatar,46.0,6.0,Perez,Stroll,1.0,,Yes
Qatar,47.0,5.0,Perez,Ocon,1.0,,Yes
Qatar,49.0,15.0,Raikkonen,Russell,1.0,,
Qatar,50.0,10.0,Gasly,Norris,,,
Qatar,51.0,10.0,Norris,Gasly,1.0,,
Qatar,54.0,9.0,Norris,Vettel,1.0,,Yes
Saudi Arabia,2.0,10.0,Alonso,Giovinazzi,1.0,,Background
Saudi Arabia,3.0,16.0,Russell,Stroll,,,
Saudi Arabia,4.0,12.0,Sainz,Tsunoda,1.0,,Replay
Saudi Arabia,4.0,16.0,Stroll,Russell,,,
Saudi Arabia,7.0,10.0,Giovinazzi,Alonso,1.0,,Replay
Saudi Arabia,8.0,8.0,Ricciardo,Gasly,1.0,,Yes
Saudi Arabia,8.0,11.0,Sainz,Alonso,1.0,,Yes
Saudi Arabia,10.0,10.0,Sainz,Giovinazzi,1.0,,
Saudi Arabia,18.0,2.0,Hamilton,Ocon,1.0,,Yes
Saudi Arabia,23.0,10.0,Stroll,Vettel,,,
Saudi Arabia,26.0,11.0,Raikkonen,Vettel,1.0,,Replay
Saudi Arabia,26.0,11.0,Vettel,Raikkonen,3.0,,Replay
Saudi Arabia,26.0,11.0,Norris,Vettel,13.0,,Yes
Saudi Arabia,26.0,12.0,Latifi,Vettel,14.0,,Yes
Saudi Arabia,34.0,13.0,Alonso,Vettel,1.0,,
Saudi Arabia,37.0,10.0,Norris,Stroll,1.0,,
Saudi Arabia,38.0,4.0,Bottas,Ricciardo,27.0,,Replay
Saudi Arabia,38.0,4.0,Ricciardo,Bottas,Finish Line,,
Saudi Arabia,38.0,7.0,Sainz,Giovinazzi,,,
Saudi Arabia,39.0,8.0,Leclerc,Giovinazzi,,,
Saudi Arabia,40.0,4.0,Bottas,Ricciardo,1.0,,Yes
Saudi Arabia,41.0,15.0,Tsunoda,Raikkonen,,,
Saudi Arabia,42.0,1.0,Verstappen,Hamilton,27.0,,Yes
Saudi Arabia,43.0,1.0,Hamilton,Verstappen,27.0,,Yes
Saudi Arabia,49.0,7.0,Leclerc,Sainz,Finish Line,,
Saudi Arabia,49.0,13.0,Tsunoda,Alonso,,,
Saudi Arabia,50.0,3.0,Bottas,Ocon,Finish Line,,Replay
Abu Dhabi,2.0,17.0,Raikkonen,Latifi,,,
Abu Dhabi,3.0,17.0,Schumacher,Latifi,,,
Abu Dhabi,3.0,17.0,Latifi,Schumacher,,,
Abu Dhabi,5.0,14.0,Vettel,Stroll,6.0,,Replay
Abu Dhabi,14.0,4.0,Verstappen,Norris,6.0,,Yes
Abu Dhabi,14.0,6.0,Tsunoda,Leclerc,5.0,,Yes
Abu Dhabi,14.0,6.0,Leclerc,Tsunoda,9.0,,Yes
Abu Dhabi,15.0,6.0,Tsunoda,Leclerc,,,
Abu Dhabi,17.0,15.0,Leclerc,Latifi,6.0,,
Abu Dhabi,18.0,16.0,Ocon,Russell,,,
Abu Dhabi,18.0,3.0,Verstappen,Sainz,6.0,,Yes
Abu Dhabi,20.0,1.0,Hamilton,Perez,6.0,,Yes
Abu Dhabi,20.0,1.0,Perez,Hamilton,6.0,,Yes
Abu Dhabi,20.0,1.0,Hamilton,Perez,7.0,,Yes
Abu Dhabi,20.0,1.0,Perez,Hamilton,9.0,,Yes
Abu Dhabi,20.0,16.0,Ricciardo,Russell,,,
Abu Dhabi,20.0,14.0,Ocon,Latifi,,,
Abu Dhabi,20.0,11.0,Norris,Raikkonen,,,
Abu Dhabi,21.0,1.0,Hamilton,Perez,6.0,,Yes
Abu Dhabi,21.0,12.0,Leclerc,Raikkonen,,,
Abu Dhabi,22.0,13.0,Ricciardo,Latifi,,,
Abu Dhabi,25.0,15.0,Vettel,Russell,9.0,,
Abu Dhabi,25.0,14.0,Giovinazzi,Russell,6.0,,
Abu Dhabi,27.0,13.0,Giovinazzi,Latifi,9.0,,
Abu Dhabi,28.0,14.0,Vettel,Latifi,6.0,,
Abu Dhabi,34.0,8.0,Bottas,Leclerc,6.0,,Yes
Abu Dhabi,37.0,7.0,Alonso,Tsunoda,12.0,,Replay
Abu Dhabi,38.0,7.0,Tsunoda,Alonso,9.0,,Replay
Abu Dhabi,39.0,8.0,Gasly,Alonso,6.0,,
Abu Dhabi,39.0,8.0,Alonso,Gasly,9.0,,
Abu Dhabi,41.0,8.0,Gasly,Alonso,6.0,,Yes
Abu Dhabi,49.0,9.0,Norris,Ocon,6.0,,Replay
Abu Dhabi,50.0,8.0,Norris,Alonso,6.0,,Replay
Abu Dhabi,58.0,5.0,Gasly,Bottas,,,
Abu Dhabi,58.0,4.0,Tsunoda,Bottas,,,
Abu Dhabi,58.0,1.0,Verstappen,Hamilton,5.0,,Yes
Bahrain,2.0,16.0,Stroll,Norris,1.0,,
Bahrain,2.0,18.0,Zhou,Latifi,4.0,,Yes
Bahrain,3.0,5.0,Perez,Magnussen,4.0,,Yes
Bahrain,3.0,17.0,Zhou,Norris,1.0,,
Bahrain,4.0,16.0,Zhou,Stroll,5.0,,
Bahrain,5.0,6.0,Russell,Magnussen,1.0,,Yes
Bahrain,5.0,11.0,Tsunoda,Albon,1.0,,
Bahrain,5.0,15.0,Zhou,Hulkenberg,14.0,,
Bahrain,6.0,13.0,Bottas,Schumacher,1.0,,Yes
Bahrain,6.0,19.0,Ricciardo,Latifi,13.0,,
Bahrain,7.0,14.0,Zhou,Schumacher,1.0,,Yes
Bahrain,7.0,19.0,Latifi,Ricciardo,4.0,,
Bahrain,8.0,9.0,Ocon,Alonso,1.0,,
Bahrain,8.0,12.0,Bottas,Albon,11.0,,Yes
Bahrain,9.0,16.0,Stroll,Hulkenberg,1.0,,
Bahrain,10.0,4.0,Perez,Hamilton,4.0,,Yes
Bahrain,10.0,13.0,Zhou,Albon,4.0,,Replay
Bahrain,10.0,15.0,Stroll,Schumacher,4.0,,
Bahrain,12.0,11.0,Zhou,Hamilton,3.0,,Yes
Bahrain,12.0,18.0,Ricciardo,Latifi,8.0,,
Bahrain,13.0,11.0,Hamilton,Zhou,1.0,,Yes
Bahrain,13.0,17.0,Alonso,Ricciardo,4.0,,
Bahrain,13.0,18.0,Alonso,Latifi,11.0,,
Bahrain,14.0,14.0,Alonso,Hulkenberg,4.0,,
Bahrain,14.0,15.0,Alonso,Norris,1.0,,
Bahrain,14.0,19.0,Schumacher,Albon,8.0,,Yes
Bahrain,15.0,9.0,Magnussen,Stroll,4.0,,Yes
Bahrain,15.0,11.0,Alonso,Gasly,8.0,,Yes
Bahrain,16.0,8.0,Gasly,Alonso,1.0,,
Bahrain,16.0,9.0,Gasly,Stroll,1.0,,
Bahrain,16.0,9.0,Alonso,Stroll,4.0,,
Bahrain,16.0,11.0,Ocon,Hulkenberg,1.0,,
Bahrain,16.0,12.0,Ocon,Norris,4.0,,
Bahrain,16.0,13.0,Ocon,Ricciardo,11.0,,
Bahrain,16.0,14.0,Tsunoda,Ricciardo,1.0,,
Bahrain,16.0,17.0,Schumacher,Zhou,4.0,,
Bahrain,17.0,1.0,Verstappen,Leclerc,14.0,,Yes
Bahrain,17.0,1.0,Leclerc,Verstappen,14.0,,Yes
Bahrain,17.0,13.0,Tsunoda,Hulkenberg,1.0,,
Bahrain,17.0,12.0,Tsunoda,Norris,1.0,,
Bahrain,17.0,13.0,Bottas,Norris,4.0,,
Bahrain,17.0,12.0,Norris,Hulkenberg,8.0,,
Bahrain,17.0,14.0,Bottas,Hulkenberg,9.0,,
Bahrain,17.0,15.0,Bottas,Ricciardo,9.0,,
Bahrain,17.0,17.0,Zhou,Schumacher,1.0,,
Bahrain,18.0,1.0,Verstappen,Leclerc,11.0,,Yes
Bahrain,18.0,1.0,Leclerc,Verstappen,4.0,,Yes
Bahrain,18.0,15.0,Zhou,Hulkenberg,4.0,,
Bahrain,18.0,16.0,Schumacher,Hulkenberg,1.0,,
Bahrain,19.0,1.0,Verstappen,Leclerc,2.0,,Yes
Bahrain,19.0,1.0,Leclerc,Verstappen,14.0,,Yes
Bahrain,19.0,13.0,Zhou,Norris,1.0,,Replay
Bahrain,19.0,14.0,Schumacher,Norris,11.0,,Replay
Bahrain,21.0,17.0,Stroll,Latifi,4.0,,
Bahrain,22.0,15.0,Albon,Norris,1.0,,Replay
Bahrain,24.0,16.0,Stroll,Norris,4.0,,
Bahrain,26.0,14.0,Alonso,Albon,11.0,,Yes
Bahrain,27.0,15.0,Stroll,Albon,10.0,,
Bahrain,28.0,17.0,Ricciardo,Latifi,8.0,,Yes
Bahrain,30.0,12.0,Alonso,Schumacher,4.0,,Yes
Bahrain,30.0,14.0,Tsunoda,Stroll,11.0,,
Bahrain,31.0,7.0,Hamilton,Gasly,1.0,,Replay
Bahrain,32.0,12.0,Ocon,Schumacher,1.0,,
Bahrain,33.0,6.0,Hamilton,Magnussen,14.0,,Yes
Bahrain,33.0,13.0,Tsunoda,Schumacher,11.0,,
Bahrain,34.0,17.0,Norris,Hulkenberg,4.0,,Yes
Bahrain,35.0,9.0,Gasly,Magnussen,4.0,,Yes
Bahrain,36.0,9.0,Magnussen,Gasly,4.0,,Yes
Bahrain,37.0,7.0,Magnussen,Zhou,1.0,,Yes
Bahrain,38.0,9.0,Ocon,Alonso,1.0,,Yes
Bahrain,40.0,10.0,Tsunoda,Alonso,1.0,,Yes
Bahrain,42.0,11.0,Bottas,Alonso,1.0,,
Bahrain,42.0,19.0,Norris,Hulkenberg,11.0,,
Bahrain,43.0,18.0,Norris,Latifi,9.0,,
Bahrain,51.0,10.0,Tsunoda,Schumacher,4.0,,
Bahrain,51.0,11.0,Alonso,Schumacher,11.0,,Yes
Bahrain,52.0,12.0,Zhou,Schumacher,11.0,,Replay
Bahrain,54.0,2.0,Sainz,Verstappen,11.0,,Yes
Saudi Arabia,2.0,10.0,Norris,Gasly,1.0,,Yes
Saudi Arabia,2.0,17.0,Zhou,Latifi,1.0,,
Saudi Arabia,3.0,5.0,Russell,Ocon,27.0,,Yes
Saudi Arabia,3.0,16.0,Zhou,Hulkenberg,27.0,,
Saudi Arabia,4.0,10.0,Gasly,Norris,27.0,,Yes
Saudi Arabia,7.0,6.0,Alonso,Ocon,1.0,,Yes
Saudi Arabia,7.0,16.0,Hulkenberg,Albon,1.0,,
Saudi Arabia,9.0,12.0,Hamilton,Stroll,27.0,,Replay
Saudi Arabia,11.0,11.0,Hamilton,Norris,27.0,,Yes
Saudi Arabia,11.0,13.0,Zhou,Stroll,1.0,,
Saudi Arabia,12.0,14.0,Hulkenberg,Stroll,27.0,,
Saudi Arabia,14.0,7.0,Bottas,Ocon,1.0,,Yes
Saudi Arabia,14.0,10.0,Hamilton,Gasly,1.0,,Replay
Saudi Arabia,15.0,15.0,Ricciardo,Latifi,1.0,,
Saudi Arabia,23.0,6.0,Hamilton,Magnussen,27.0,,Replay
Saudi Arabia,24.0,6.0,Magnussen,Hamilton,1.0,,Yes
Saudi Arabia,24.0,9.0,Bottas,Hulkenberg,1.0,,Replay
Saudi Arabia,25.0,6.0,Hamilton,Magnussen,1.0,,Yes
Saudi Arabia,25.0,10.0,Ocon,Hulkenberg,1.0,,Replay
Saudi Arabia,25.0,11.0,Ricciardo,Hulkenberg,27.0,,Replay
Saudi Arabia,28.0,12.0,Norris,Hulkenberg,1.0,,Yes
Saudi Arabia,29.0,13.0,Gasly,Hulkenberg,1.0,,Yes
Saudi Arabia,35.0,7.0,Alonso,Magnussen,1.0,,Yes
Saudi Arabia,41.0,10.0,Magnussen,Albon,27.0,,
Saudi Arabia,42.0,1.0,Verstappen,Leclerc,27.0,,Yes
Saudi Arabia,43.0,1.0,Leclerc,Verstappen,1.0,,Yes
Saudi Arabia,43.0,9.0,Magnussen,Stroll,1.0,,
Saudi Arabia,43.0,11.0,Hamilton,Albon,1.0,,
Saudi Arabia,45.0,10.0,Hamilton,Stroll,1.0,,
Saudi Arabia,46.0,1.0,Verstappen,Leclerc,Finish Line,,Yes
Saudi Arabia,48.0,6.0,Norris,Ocon,27.0,,
Saudi Arabia,50.0,6.0,Ocon,Norris,1.0,,Replay 
Australia,10.0,3.0,Perez,Hamilton,3.0,,Yes
Australia,11.0,14.0,Magnussen,Zhou,11.0,,
Australia,12.0,13.0,Magnussen,Schumacher,10.0,,Replay
Australia,12.0,14.0,Zhou,Schumacher,12.0,,
Australia,13.0,16.0,Albon,Latifi,1.0,,
Australia,13.0,17.0,Stroll,Latifi,3.0,,
Australia,16.0,11.0,Bottas,Tsunoda,1.0,,Yes
Australia,19.0,8.0,Alonso,Gasly,3.0,,Yes
Australia,19.0,11.0,Magnussen,Zhou,11.0,,
Australia,22.0,10.0,Stroll,Albon,3.0,,Yes
Australia,23.0,5.0,Perez,Hamilton,9.0,,Yes
Australia,28.0,12.0,Stroll,Bottas,11.0,,
Australia,30.0,4.0,Perez,Alonso,3.0,,Yes
Australia,31.0,5.0,Hamilton,Alonso,1.0,,Yes
Australia,31.0,15.0,Schumacher,Tsunoda,11.0,,
Australia,34.0,7.0,Norris,Magnussen,1.0,,Yes
Australia,34.0,16.0,Zhou,Tsunoda,1.0,,
Australia,35.0,8.0,Ricciardo,Magnussen,1.0,,Replay
Australia,36.0,3.0,Perez,Russell,11.0,,Yes
Australia,39.0,9.0,Bottas,Stroll,1.0,,
Australia,40.0,9.0,Stroll,Bottas,3.0,,Replay
Australia,40.0,10.0,Gasly,Bottas,3.0,,Replay
Australia,40.0,13.0,Alonso,Zhou,3.0,,
Australia,42.0,16.0,Magnussen,Latifi,3.0,,
Australia,45.0,12.0,Alonso,Schumacher,3.0,,Replay
Australia,45.0,15.0,Magnussen,Tsunoda,11.0,,Yes
Australia,50.0,9.0,Gasly,Stroll,1.0,,Yes
Australia,50.0,14.0,Magnussen,Schumacher,3.0,,
Australia,51.0,10.0,Bottas,Stroll,1.0,,Replay
Australia,52.0,12.0,Zhou,Alonso,1.0,,Yes
Australia,52.0,13.0,Magnussen,Alonso,3.0,,Yes
Australia,53.0,14.0,Schumacher,Alonso,1.0,,
Australia,56.0,11.0,Zhou,Stroll,1.0,,
Australia,56.0,13.0,Schumacher,Magnussen,3.0,,Replay
Emilia-Romagna S,5.0,17.0,Albon,Latifi,Tamburello,,
Emilia-Romagna S,7.0,7.0,Sainz,Alonso,Tamburello,,Yes
Emilia-Romagna S,8.0,4.0,Perez,Magnussen,Tamburello,,Yes
Emilia-Romagna S,8.0,14.0,Hamilton,Stroll,Tamburello,,
Emilia-Romagna S,9.0,9.0,Bottas,Vettel,Tamburello,,Yes
Emilia-Romagna S,9.0,18.0,Gasly,Latifi,Tamburello,,
Emilia-Romagna S,11.0,3.0,Perez,Norris,Tamburello,,Replay
Emilia-Romagna S,11.0,5.0,Ricciardo,Magnussen,Tamburello,,Yes
Emilia-Romagna S,12.0,6.0,Sainz,Magnussen,Tamburello,,Yes
Emilia-Romagna S,14.0,5.0,Sainz,Ricciardo,Tamburello,,Yes
Emilia-Romagna S,15.0,10.0,Schumacher,Vettel,Tamburello,,Replay
Emilia-Romagna S,16.0,8.0,Bottas,Alonso,Tamburello,,Yes
Emilia-Romagna S,17.0,17.0,Gasly,Albon,Tamburello,,
Emilia-Romagna S,19.0,4.0,Sainz,Norris,Tamburello,,PiP
Emilia-Romagna S,19.0,7.0,Bottas,Magnussen,Tamburello,,
Emilia-Romagna S,19.0,11.0,Russell,Vettel,Tamburello,,
Emilia-Romagna S,20.0,1.0,Verstappen,Leclerc,Tamburello,,Yes
Emilia-Romagna S,20.0,12.0,Tsunoda,Vettel,Tamburello,,
Emilia Romagna,5.0,8.0,Vettel,Alonso,Tamburello,,
Emilia Romagna,5.0,9.0,Tsunoda,Alonso,Tosa,,
Emilia Romagna,5.0,10.0,Stroll,Alonso,Acqua Minerali,,
Emilia Romagna,6.0,11.0,Hamilton,Alonso,Tamburello,,Replay
Emilia Romagna,8.0,3.0,Leclerc,Norris,Tamburello,,Yes
Emilia Romagna,12.0,5.0,Russell,Magnussen,Tamburello,,Yes
Emilia Romagna,12.0,5.0,Russell,Magnussen,Tamburello,,Yes
Emilia Romagna,12.0,5.0,Magnussen,Russell,Variante Alta,,Yes
Emilia Romagna,13.0,6.0,Bottas,Magnussen,Rivazza 1,,Yes
Emilia Romagna,14.0,16.0,Zhou,Schumacher,Tamburello,,
Emilia Romagna,19.0,12.0,Gasly,Hamilton,Tamburello,,Background
Emilia Romagna,19.0,13.0,Albon,Hamilton,Villeneuve,,Replay
Emilia Romagna,20.0,2.0,Perez,Leclerc,Villeneuve,,Yes
Emilia Romagna,20.0,12.0,Albon,Gasly,Tamburello,,
Emilia Romagna,41.0,15.0,Zhou,Latifi,Tamburello,,
Emilia Romagna,47.0,8.0,Tsunoda,Magnussen,Tamburello,,Yes
Emilia Romagna,50.0,3.0,Norris,Leclerc,Tamburello,,Yes
Emilia Romagna,51.0,3.0,Leclerc,Norris,Tamburello,,Yes
Emilia Romagna,53.0,6.0,Tsunoda,Vettel,Tamburello,,Yes
Emilia Romagna,55.0,17.0,Schumacher,Ricciardo,Tamburello,,
Emilia Romagna,56.0,8.0,Leclerc,Magnussen,Tamburello,,Yes
Emilia Romagna,59.0,7.0,Leclerc,Vettel,Tamburello,,Yes
Emilia Romagna,62.0,6.0,Leclerc,Tsunoda,Tamburello,,PiP
Miami,2.0,11.0,Schumacher,Ricciardo,12.0,,
Miami,2.0,17.0,Ocon,Latifi,1.0,,Yes
Miami,3.0,7.0,Hamilton,Alonso,11.0,,Yes
Miami,3.0,12.0,Magnussen,Ricciardo,11.0,,
